incident_id,incident_name,corrupted_asset_id,cve_id,description,implications,critical,cve_description,base_score,base_severity,attack_vector,attack_complexity,privileges_required,user_interaction,exploitability_score,impact_score,weakness_type,weakness_description,configuration_vulnerable,confidentiality,integrity,availability,,,,
238,Tampering with Außentemperatur Sensor,36,CVE-2024-36071,Physical tampering with the Außentemperatur sensor could provide false temperature readings.,Leads to incorrect climate adjustments and potential discomfort.,0,Samsung Magician 8.0.0 on Windows allows an admin to escalate privileges by tampering with the directory and DLL files used during the installation process. This occurs because of an Untrusted Search Path.,6.3,MEDIUM,LOCAL,HIGH,HIGH,REQUIRED,0.3,5.9,Secondary,CWE-426,False,1,1,1,,,,
239,Unauthorized Access to Temperature Data,36,CVE-2024-9002,Exploitation of access controls to retrieve sensitive temperature data.,Privacy breach and potential data misuse.,0,"CWE-269: Improper Privilege Management vulnerability exists that could cause unauthorized
access, loss of confidentiality, integrity, and availability of the workstation when non-admin
authenticated user tries to perform privilege escalation by tampering with the binaries",7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,5.9,Secondary,CWE-269,False,1,1,1,,,,
240,Injection Attack on Innenraumdienst iHMI,46,CVE-2024-7448,Injection of malicious commands to manipulate temperature readings.,Potential system instability and user discomfort.,0,"Magnet Forensics AXIOM Command Injection Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of Magnet Forensics AXIOM. User interaction is required to exploit this vulnerability in that the target must acquire data from a malicious mobile device.

The specific flaw exists within the Android device image acquisition functionality. The issue results from the lack of proper validation of a user-supplied string before using it to execute a system call. An attacker can leverage this vulnerability to execute code in the context of the current user. Was ZDI-CAN-23964.",8,HIGH,ADJACENT_NETWORK,LOW,NONE,REQUIRED,2.1,5.9,Primary,CWE-78,True,1,1,1,,,,
241,Man-in-the-Middle on Innenraum Data,46,CVE-2018-7032,Intercepting and altering temperature data during transmission.,Provides attackers the ability to manipulate climate settings.,0,"webcheckout in myrepos through 1.20171231 does not sanitize URLs that are passed to git clone, allowing a malicious website operator or a MitM attacker to take advantage of it for arbitrary code execution, as demonstrated by an ""ext::sh -c"" attack or an option injection attack.",7.5,HIGH,NETWORK,HIGH,NONE,REQUIRED,1.6,5.9,Primary,CWE-74,True,1,1,1,,,,
242,Denial of Service on Boot Dienst,48,CVE-2024-5225,Flooding shutdown service with excessive requests.,Prevents orderly system shutdown and risks data corruption.,0,"An SQL Injection vulnerability exists in the berriai/litellm repository, specifically within the `/global/spend/logs` endpoint. The vulnerability arises due to improper neutralization of special elements used in an SQL command. The affected code constructs an SQL query by concatenating an unvalidated `api_key` parameter directly into the query, making it susceptible to SQL Injection if the `api_key` contains malicious data. This issue affects the latest version of the repository. Successful exploitation of this vulnerability could lead to unauthorized access, data manipulation, exposure of confidential information, and denial of service (DoS).",7.2,HIGH,NETWORK,LOW,HIGH,NONE,1.2,5.9,Primary,CWE-89,True,1,1,1,,,,
243,Data Integrity Attack on ASOA Shutdown,48,CVE-2020-24673,Compromising integrity of shutdown commands.,Could cause incomplete shutdowns or hardware damage.,0,"In S+ Operations and S+ Historian, a successful SQL injection exploit can read sensitive data from the database, modify database data (Insert/Update/Delete), execute administration operations on the database (such as shutdown the DBMS), recover the content of a given file present on the DBMS file system and in some cases issue commands to the operating system. This can lead to a loss of confidentiality and data integrity or even affect the product behavior and its availability.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Secondary,CWE-89,True,1,1,1,,,,
244,Battery SoC Data Spoofing,87,CVE-2024-23674,Falsifying state-of-charge readings via spoofed messages.,Leads to incorrect battery management decisions.,0,"The Online-Ausweis-Funktion eID scheme in the German National Identity card through 2024-02-15 allows authentication bypass by spoofing. A man-in-the-middle attacker can assume a victim's identify for access to government, medical, and financial resources, and can also extract personal data from the card, aka the ""sPACE (Spoofing Password Authenticated Connection Establishment)"" issue. This occurs because of a combination of factors, such as insecure PIN entry (for basic readers) and eid:// deeplinking. The victim must be using a modified eID kernel, which may occur if the victim is tricked into installing a fake version of an official app. NOTE: the BSI position is ""ensuring a secure operational environment at the client side is an obligation of the ID card owner.""",9.6,CRITICAL,NETWORK,LOW,NONE,REQUIRED,2.8,6,Secondary,CWE-290,False,1,1,1,,,,
245,Unauthorized Access to Battery Data,88,CVE-2024-9829,Exploitation of access controls to retrieve battery status.,Compromises sensitive information and operational reliability.,0,"The Download Plugin plugin for WordPress is vulnerable to unauthorized access of data due to a missing capability checks on the 'dpwap_handle_download_user' and 'dpwap_handle_download_comment' functions in all versions up to, and including, 2.2.0. This makes it possible for authenticated attackers, with Subscriber-level access and above, to download any comment, and download metadata for any user including user PII and sensitive information including username, email, hashed passwords and application passwords, session token information and more depending on set up and additional plugins installed.",6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,3.6,Primary,CWE-862,True,1,0,0,,,,
245,Unauthorized Access to Battery Data,88,CVE-2024-9829,Exploitation of access controls to retrieve battery status.,Compromises sensitive information and operational reliability.,0,"The Download Plugin plugin for WordPress is vulnerable to unauthorized access of data due to a missing capability checks on the 'dpwap_handle_download_user' and 'dpwap_handle_download_comment' functions in all versions up to, and including, 2.2.0. This makes it possible for authenticated attackers, with Subscriber-level access and above, to download any comment, and download metadata for any user including user PII and sensitive information including username, email, hashed passwords and application passwords, session token information and more depending on set up and additional plugins installed.",6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,3.6,Primary,CWE-862,True,1,0,0,,,,
245,Unauthorized Access to Battery Data,88,CVE-2024-9829,Exploitation of access controls to retrieve battery status.,Compromises sensitive information and operational reliability.,0,"The Download Plugin plugin for WordPress is vulnerable to unauthorized access of data due to a missing capability checks on the 'dpwap_handle_download_user' and 'dpwap_handle_download_comment' functions in all versions up to, and including, 2.2.0. This makes it possible for authenticated attackers, with Subscriber-level access and above, to download any comment, and download metadata for any user including user PII and sensitive information including username, email, hashed passwords and application passwords, session token information and more depending on set up and additional plugins installed.",6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,3.6,Primary,CWE-862,True,1,0,0,,,,
245,Unauthorized Access to Battery Data,88,CVE-2024-9829,Exploitation of access controls to retrieve battery status.,Compromises sensitive information and operational reliability.,0,"The Download Plugin plugin for WordPress is vulnerable to unauthorized access of data due to a missing capability checks on the 'dpwap_handle_download_user' and 'dpwap_handle_download_comment' functions in all versions up to, and including, 2.2.0. This makes it possible for authenticated attackers, with Subscriber-level access and above, to download any comment, and download metadata for any user including user PII and sensitive information including username, email, hashed passwords and application passwords, session token information and more depending on set up and additional plugins installed.",6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,3.6,Primary,CWE-862,True,1,0,0,,,,
246,Firmware Manipulation on KlimaBBB,108,CVE-2023-5035,Modification of firmware to introduce vulnerabilities.,Undermines system integrity and reliability.,0,"A vulnerability has been identified in PT-G503 Series firmware versions prior to v5.2, where the Secure attribute for sensitive cookies in HTTPS sessions is not set, which could cause the cookie to be transmitted in plaintext over an HTTP session. The vulnerability may lead to security risks, potentially exposing user session data to unauthorized access and manipulation.

",3.1,LOW,NETWORK,HIGH,NONE,REQUIRED,1.6,1.4,Secondary,CWE-614,True,1,0,0,,,,
247,Battery Charge Data Integrity Attack,38,CVE-2024-23810,Injecting false data regarding the battery charge level.,Leads to incorrect battery management decisions and could result in overcharging or undercharging.,0,A vulnerability has been identified in SINEC NMS (All versions < V2.0 SP1). The affected application is vulnerable to SQL injection. This could allow an unauthenticated remote attacker to execute arbitrary SQL queries on the server database.,8.8,HIGH,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,5.9,Primary,CWE-89,True,1,1,1,,,,
248,Unauthorized Access to Battery Charge Status,38,CVE-2024-23811,Exploitation of access controls to retrieve sensitive battery charge data.,Privacy breach and potential misuse of battery data.,0,"A vulnerability has been identified in SINEC NMS (All versions < V2.0 SP1). The affected application allows users to upload arbitrary files via TFTP. This could allow an attacker to upload malicious firmware images or other files, that could potentially lead to remote code execution.",8.8,HIGH,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,5.9,Primary,CWE-434,True,1,1,1,,,,
249,Denial of Service on Charging Process,39,CVE-2024-9852,Flooding the system with requests to disrupt the charging process.,"Prevents proper battery charging, potentially leading to battery damage or operational failure.",0,"Uncontrolled Search Path Element vulnerability in ICONICS GENESIS64 all versions, Mitsubishi Electric GENESIS64 all versions and Mitsubishi Electric MC Works64 all versions allows a local authenticated attacker to execute a malicious code by storing a specially crafted DLL in a specific folder. This could lead to disclose, tamper with, destroy, or delete information in the affected products, or cause a denial of service (DoS) condition on the products.",7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,5.9,Secondary,CWE-427,False,1,1,1,,,,
250,Man-in-the-Middle Attack on Charging Data,39,CVE-2023-3103,Intercepting and modifying charging data between components.,"Manipulation of charging parameters, leading to unsafe charging conditions.",0,"Authentication bypass vulnerability, the exploitation of which could allow a local attacker to perform a Man-in-the-Middle (MITM) attack on the robot's camera video stream. In addition, if a MITM attack is carried out, it is possible to consume the robot's resources, which could lead to a denial-of-service (DOS) condition.",8,HIGH,ADJACENT_NETWORK,LOW,LOW,NONE,2.1,5.9,Primary,CWE-290,True,1,1,1,,,,
251,Brake System Manipulation,41,CVE-2015-5611,"Malicious modification of braking parameters, causing unintended vehicle deceleration.",Risk of accidents and system instability due to erroneous braking behavior.,0,,,,,,,,,,,,,,,,,,,
252,Unauthorized Access to Vehicle Deceleration Data,41,CVE-2015-5611,Exploitation of access controls to retrieve deceleration data.,Potential privacy breach and data misuse in monitoring vehicle behavior.,0,,,,,,,,,,,,,,,,,,,
253,Battery Charge Data Corruption,42,CVE-2024-45026,Injecting false battery charge data into the system.,"Incorrect battery management decisions, risking overcharging or undercharging.",0,"In the Linux kernel, the following vulnerability has been resolved:

s390/dasd: fix error recovery leading to data corruption on ESE devices

Extent Space Efficient (ESE) or thin provisioned volumes need to be
formatted on demand during usual IO processing.

The dasd_ese_needs_format function checks for error codes that signal
the non existence of a proper track format.

The check for incorrect length is to imprecise since other error cases
leading to transport of insufficient data also have this flag set.
This might lead to data corruption in certain error cases for example
during a storage server warmstart.

Fix by removing the check for incorrect length and replacing by
explicitly checking for invalid track format in transport mode.

Also remove the check for file protected since this is not a valid
ESE handling case.",7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,5.9,Primary,CWE-787,True,1,1,1,,,,
254,Unauthorized Access to Battery Charge Data,42,CVE-2024-41903,Exploiting vulnerabilities to access sensitive battery charge data.,Potential privacy violation and malicious use of battery data.,0,A vulnerability has been identified in SINEC Traffic Analyzer (6GK8822-1BG01-0BA0) (All versions < V2.0). The affected application mounts the container's root filesystem with read and write privileges. This could allow an attacker to alter the container's filesystem leading to unauthorized modifications and data corruption.,6.6,MEDIUM,NETWORK,HIGH,HIGH,NONE,0.7,5.9,Secondary,CWE-269,True,1,1,1,,,,
254,Unauthorized Access to Battery Charge Data,42,CVE-2024-41903,Exploiting vulnerabilities to access sensitive battery charge data.,Potential privacy violation and malicious use of battery data.,0,A vulnerability has been identified in SINEC Traffic Analyzer (6GK8822-1BG01-0BA0) (All versions < V2.0). The affected application mounts the container's root filesystem with read and write privileges. This could allow an attacker to alter the container's filesystem leading to unauthorized modifications and data corruption.,6.6,MEDIUM,NETWORK,HIGH,HIGH,NONE,0.7,5.9,Secondary,CWE-269,True,1,1,1,,,,
255,Position Data Integrity Attack,44,CVE-2014-125015,Manipulating the vehicle's current position data.,"Misleading navigation instructions, causing wrong vehicle routing and unsafe behavior.",0,A vulnerability classified as critical has been found in FFmpeg 2.0. Affected is the function read_var_block_data. The manipulation leads to memory corruption. It is possible to launch the attack remotely. It is recommended to apply a patch to fix this issue.,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,3.4,Secondary,CWE-119,True,1,1,1,,,,
255,Position Data Integrity Attack,44,CVE-2014-125015,Manipulating the vehicle's current position data.,"Misleading navigation instructions, causing wrong vehicle routing and unsafe behavior.",0,A vulnerability classified as critical has been found in FFmpeg 2.0. Affected is the function read_var_block_data. The manipulation leads to memory corruption. It is possible to launch the attack remotely. It is recommended to apply a patch to fix this issue.,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,3.4,Secondary,CWE-119,True,1,1,1,,,,
256,Denial of Service on Position Data,44,CVE-2024-9468,Flooding the system with requests to block position data transmission.,"Interrupts the navigation system, leading to loss of vehicle location tracking.",0,,,,,,,,,,,,,,,,,,,
257,Speed Data Corruption,45,CVE-2024-41903,Injecting false speed data into the system.,Could lead to unsafe driving conditions or incorrect speed regulation.,0,A vulnerability has been identified in SINEC Traffic Analyzer (6GK8822-1BG01-0BA0) (All versions < V2.0). The affected application mounts the container's root filesystem with read and write privileges. This could allow an attacker to alter the container's filesystem leading to unauthorized modifications and data corruption.,6.6,MEDIUM,NETWORK,HIGH,HIGH,NONE,0.7,5.9,Secondary,CWE-269,True,1,1,1,,,,
257,Speed Data Corruption,45,CVE-2024-41903,Injecting false speed data into the system.,Could lead to unsafe driving conditions or incorrect speed regulation.,0,A vulnerability has been identified in SINEC Traffic Analyzer (6GK8822-1BG01-0BA0) (All versions < V2.0). The affected application mounts the container's root filesystem with read and write privileges. This could allow an attacker to alter the container's filesystem leading to unauthorized modifications and data corruption.,6.6,MEDIUM,NETWORK,HIGH,HIGH,NONE,0.7,5.9,Secondary,CWE-269,True,1,1,1,,,,
258,Unauthorized Access to Speed Data,45,CVE-2023-52754,Gaining unauthorized access to speed data.,Potential privacy violation and malicious tracking of vehicle behavior.,0,,,,,,,,,,,,,,,,,,,
259,Interior Temperature Data Integrity Attack,47,CVE-2014-125015,Injecting false interior temperature readings.,"Incorrect climate control adjustments, leading to discomfort or system malfunction.",0,A vulnerability classified as critical has been found in FFmpeg 2.0. Affected is the function read_var_block_data. The manipulation leads to memory corruption. It is possible to launch the attack remotely. It is recommended to apply a patch to fix this issue.,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,3.4,Secondary,CWE-119,True,1,1,1,,,,
259,Interior Temperature Data Integrity Attack,47,CVE-2014-125015,Injecting false interior temperature readings.,"Incorrect climate control adjustments, leading to discomfort or system malfunction.",0,A vulnerability classified as critical has been found in FFmpeg 2.0. Affected is the function read_var_block_data. The manipulation leads to memory corruption. It is possible to launch the attack remotely. It is recommended to apply a patch to fix this issue.,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,3.4,Secondary,CWE-119,True,1,1,1,,,,
260,Denial of Service on Temperature Monitoring,47,CVE-2023-46804,Overloading the system with requests to prevent temperature monitoring.,Inability to adjust climate control or inaccurate temperature regulation.,0,An attacker sending specially crafted data packets to the Mobile Device Server can cause memory corruption which could result to a Denial of Service (DoS).,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,3.6,Primary,CWE-787,True,0,0,1,,,,
261,ASOA Shutdown Process Failure,50,CVE-2023-0699,Failure or corruption in ASOA shutdown sequence.,"Inability to properly shut down systems, risking data loss or hardware damage.",0,Use after free in GPU in Google Chrome prior to 110.0.5481.77 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page and browser shutdown. (Chromium security severity: Medium),8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,5.9,Primary,CWE-416,True,1,1,1,,,,
262,Unauthorized Shutdown Command,50,CVE-2024-0581,Malicious user gaining control over shutdown process.,Potential for unauthorized shutdown or disruption of vehicle operations.,0,"An Uncontrolled Resource Consumption vulnerability has been found on Sandsprite Scdbg.exe, affecting version 1.0. This vulnerability allows an attacker to send a specially crafted shellcode payload to the '/foff' parameter and cause an application shutdown. A malware program could use this shellcode sequence to shut down the application and evade the scan.",4,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,1.4,Secondary,CWE-400,True,0,0,1,,,,
263,Blinker State Manipulation,51,CVE-2019-18954,Manipulating blinker state data.,"Incorrect signaling behavior, leading to miscommunication with other road users.",0,"Pomelo v2.2.5 allows external control of critical state data. A malicious user input can corrupt arbitrary methods and attributes in template/game-server/app/servers/connector/handler/entryHandler.js because certain internal attributes can be overwritten via a conflicting name. Hence, a malicious attacker can manipulate internal attributes by adding additional attributes to user input.",5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,1.4,Primary,CWE-668,True,0,0,1,,,,
263,Blinker State Manipulation,51,CVE-2019-18954,Manipulating blinker state data.,"Incorrect signaling behavior, leading to miscommunication with other road users.",0,"Pomelo v2.2.5 allows external control of critical state data. A malicious user input can corrupt arbitrary methods and attributes in template/game-server/app/servers/connector/handler/entryHandler.js because certain internal attributes can be overwritten via a conflicting name. Hence, a malicious attacker can manipulate internal attributes by adding additional attributes to user input.",5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,1.4,Primary,CWE-668,True,0,0,1,,,,
263,Blinker State Manipulation,51,CVE-2019-18954,Manipulating blinker state data.,"Incorrect signaling behavior, leading to miscommunication with other road users.",0,"Pomelo v2.2.5 allows external control of critical state data. A malicious user input can corrupt arbitrary methods and attributes in template/game-server/app/servers/connector/handler/entryHandler.js because certain internal attributes can be overwritten via a conflicting name. Hence, a malicious attacker can manipulate internal attributes by adding additional attributes to user input.",5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,1.4,Primary,CWE-668,True,0,0,1,,,,
264,Blinker State Data Interception,51,CVE-2023-49255,Intercepting and modifying blinker state data.,"Unauthorized alteration of blinker behavior, possibly leading to traffic accidents.",0,"The router console is accessible without authentication at ""data"" field, and while a user needs to be logged in in order to modify the configuration, the session state is shared. If any other user is currently logged in, the anonymous user can execute commands in the context of the authenticated one. If the logged in user has administrative privileges, it is possible to use webadmin service configuration commands to create a new admin user with a chosen password.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Secondary,CWE-306,True,1,1,1,,,,
265,Rear Blinker State Manipulation,52,CVE-2023-29018,Modifying rear blinker state data.,"Incorrect signaling, causing confusion for following vehicles.",0,"The OpenFeature Operator allows users to expose feature flags to applications. Assuming the pre-existence of a vulnerability that allows for arbitrary code execution, an attacker could leverage the lax permissions configured on `open-feature-operator-controller-manager` to escalate the privileges of any SA in the cluster. The increased privileges could be used to modify cluster state, leading to DoS, or read sensitive data, including secrets. Version 0.2.32 mitigates this issue by restricting the resources the `open-feature-operator-controller-manager` can modify.",8,HIGH,NETWORK,HIGH,HIGH,NONE,1.3,6,Secondary,CWE-269,True,1,1,1,,,,
266,Rear Blinker State Data Interception,52,CVE-2015-2808,Intercepting and manipulating rear blinker state data.,"Malicious manipulation of rear blinker signaling, creating safety risks.",0,,,,,,,,,,,,,,,,,,,
267,Front Light Status Manipulation,53,CVE-2019-18954,Manipulating front light status data.,"Incorrect light behavior, impacting visibility and safety.",0,"Pomelo v2.2.5 allows external control of critical state data. A malicious user input can corrupt arbitrary methods and attributes in template/game-server/app/servers/connector/handler/entryHandler.js because certain internal attributes can be overwritten via a conflicting name. Hence, a malicious attacker can manipulate internal attributes by adding additional attributes to user input.",5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,1.4,Primary,CWE-668,True,0,0,1,,,,
267,Front Light Status Manipulation,53,CVE-2019-18954,Manipulating front light status data.,"Incorrect light behavior, impacting visibility and safety.",0,"Pomelo v2.2.5 allows external control of critical state data. A malicious user input can corrupt arbitrary methods and attributes in template/game-server/app/servers/connector/handler/entryHandler.js because certain internal attributes can be overwritten via a conflicting name. Hence, a malicious attacker can manipulate internal attributes by adding additional attributes to user input.",5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,1.4,Primary,CWE-668,True,0,0,1,,,,
267,Front Light Status Manipulation,53,CVE-2019-18954,Manipulating front light status data.,"Incorrect light behavior, impacting visibility and safety.",0,"Pomelo v2.2.5 allows external control of critical state data. A malicious user input can corrupt arbitrary methods and attributes in template/game-server/app/servers/connector/handler/entryHandler.js because certain internal attributes can be overwritten via a conflicting name. Hence, a malicious attacker can manipulate internal attributes by adding additional attributes to user input.",5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,1.4,Primary,CWE-668,True,0,0,1,,,,
268,Front Light Status Interception,53,CVE-2022-25775,Interception and alteration of front light status data.,Manipulated front light signals causing hazardous driving conditions.,0,"Prior to the patched version, logged in users of Mautic are vulnerable to an SQL injection vulnerability in the Reports bundle.

The user could retrieve and alter data like sensitive data, login, and depending on database permission the attacker can manipulate file systems.",6.6,MEDIUM,NETWORK,HIGH,HIGH,NONE,0.7,5.9,Secondary,CWE-89,True,1,1,1,,,,
269,Rear Light Status Manipulation,54,CVE-2024-2168,Tampering with rear light status data.,"Inaccurate rear light signals, increasing risk of accidents.",0,A vulnerability was found in SourceCodester Online Tours & Travels Management System 1.0. It has been classified as critical. Affected is an unknown function of the file /admin/operations/expense_category.php of the component HTTP POST Request Handler. The manipulation of the argument status leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-255678 is the identifier assigned to this vulnerability.,4.7,MEDIUM,NETWORK,LOW,HIGH,NONE,1.2,3.4,Secondary,CWE-89,False,1,1,1,,,,
270,Rear Light Status Data Interception,54,CVE-2020-36527,Intercepting and modifying rear light status information.,Potential for malicious manipulation of vehicle signaling.,0,"A vulnerability, which was classified as problematic, has been found in Server Status. This issue affects some unknown processing of the component HTTP Status/SMTP Status. The manipulation leads to cross site scripting. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used.",3.5,LOW,NETWORK,LOW,LOW,REQUIRED,2.1,1.4,Secondary,CWE-79,True,0,1,0,,,,
271,Unauthorized Special Lighting Action,55,CVE-2024-45987,Unauthorized triggering of special lighting patterns.,Potential misuse for distractions or to confuse other road users.,0,"Projectworld Online Voting System Version 1.0 is vulnerable to Cross Site Request Forgery (CSRF) via voter.php. This vulnerability allows an attacker to craft a malicious link that, when clicked by an authenticated user, automatically submits a vote for a specified party without the user's consent or knowledge. The attack leverages the user's active session to perform the unauthorized action, compromising the integrity of the voting process.",6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,3.6,Primary,CWE-352,True,0,1,0,,,,
272,Special Lighting Action Interference,55,CVE-2024-1954,Disrupting or blocking special lighting patterns.,"Interruption of critical vehicle alerts, creating confusion or safety risks.",0,"The Oliver POS – A WooCommerce Point of Sale (POS) plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 2.4.1.8. This is due to missing or incorrect nonce validation in the includes/class-pos-bridge-install.php file. This makes it possible for unauthenticated attackers to perform several unauthorized actions like deactivating the plugin, disconnecting the subscription, syncing the status and more via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.",6.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,3.4,Unknown,No description available,False,1,1,1,,,,
273,Unauthorized Rear Special Lighting Action,56,CVE-2024-0780,Unauthorized activation of rear special lighting actions.,"Misleading rear lighting signals, causing road user confusion.",0,,,,,,,,,,,,,,,,,,,
274,Rear Special Lighting Interference,56,CVE-2024-6959,Interfering with rear special lighting patterns.,"Disruption of vehicle alerts, increasing the risk of accidents.",0,"A vulnerability in parisneo/lollms-webui version 9.8 allows for a Denial of Service (DOS) attack when uploading an audio file. If an attacker appends a large number of characters to the end of a multipart boundary, the system will continuously process each character, rendering lollms-webui inaccessible. This issue is exacerbated by the lack of Cross-Site Request Forgery (CSRF) protection, enabling remote exploitation. The vulnerability leads to service disruption, resource exhaustion, and extended downtime.",7.1,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,4.2,Primary,CWE-352,True,0,1,1,,,,
275,ASOA Shutdown Failure,50,CVE-2024-26696,An attack targeting the ASOA Shutdown service that disrupts the boot and shutdown process of the system.,Failure to shut down the system properly could result in data corruption or system crashes.,0,,,,,,,,,,,,,,,,,,,
276,Blinker Control Manipulation,51,CVE-2024-7658,"An attack targeting the blinker control, manipulating the status of the front blinker lights.","Incorrect blinker operation could mislead other drivers, potentially causing accidents.",0,"A vulnerability, which was classified as problematic, has been found in projectsend up to r1605. This issue affects the function get_preview of the file process.php. The manipulation leads to improper control of resource identifiers. The attack may be initiated remotely. Upgrading to version r1720 is able to address this issue. The patch is named eb5a04774927e5855b9d0e5870a2aae5a3dc5a08. It is recommended to upgrade the affected component.",5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,1.4,Secondary,CWE-99,True,1,0,0,,,,
277,Rear Blinker Failure,52,CVE-2024-6347,"A denial-of-service attack targeting the rear blinker system, preventing it from updating its status.","The rear blinker may fail to operate, causing visibility issues for other vehicles.",0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
277,Rear Blinker Failure,52,CVE-2024-6347,"A denial-of-service attack targeting the rear blinker system, preventing it from updating its status.","The rear blinker may fail to operate, causing visibility issues for other vehicles.",0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
277,Rear Blinker Failure,52,CVE-2024-6347,"A denial-of-service attack targeting the rear blinker system, preventing it from updating its status.","The rear blinker may fail to operate, causing visibility issues for other vehicles.",0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
277,Rear Blinker Failure,52,CVE-2024-6347,"A denial-of-service attack targeting the rear blinker system, preventing it from updating its status.","The rear blinker may fail to operate, causing visibility issues for other vehicles.",0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
277,Rear Blinker Failure,52,CVE-2024-6347,"A denial-of-service attack targeting the rear blinker system, preventing it from updating its status.","The rear blinker may fail to operate, causing visibility issues for other vehicles.",0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
